division,when,team1,team2,time_tot,win,hurdles,name1,start_chng1,time1,name2,start_chng2,time2,name3,start_chng3,time3,name4,start_chng4,time4,event,course_color
11,2020-01-01 17:20:27,JokerZ Sun,BomBallance Flyball Team,21.11,W,17.5,Giny,0.12,4.37,Kleo,0.34,5.46,Keru,0.7,4.91,Taz,0.16,5.06,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 17:35:17,Be Quickstep!,Skyball Phoenix,20.3,W,17.5,Chulo,0.11,5.17,Skipper,0.47,4.96,Yuma,0.26,4.69,Yummy,0.24,4.41,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 17:35:17,Skyball Phoenix,Be Quickstep!,21.1,L,17.5,Rafael,-0.005,4.38,Hexe,0.0,4.29,Eryn,0.0,4.43,Manci,0.21,7.8,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 17:36:48,Be Quickstep!,Skyball Phoenix,20.75,W,17.5,Chulo,0.08,5.32,Skipper,0.37,4.83,Yuma,0.3,4.58,Yummy,0.4,4.87,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 17:36:48,Skyball Phoenix,Be Quickstep!,19.28,L,17.5,Rafael,-0.03,4.44,Hexe,0.15,4.25,Eryn,0.0,4.37,Manci,0.29,5.8,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 17:38:13,Be Quickstep!,Skyball Phoenix,19.78,L,17.5,Chulo,0.18,5.29,Skipper,-1.0,4.88,Yuma,0.14,4.68,Yummy,0.27,4.34,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 17:38:13,Skyball Phoenix,Be Quickstep!,19.88,W,17.5,Rafael,0.12,4.42,Hexe,0.26,4.31,Eryn,0.29,4.28,Manci,0.37,5.84,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 17:39:45,Be Quickstep!,Skyball Phoenix,19.94,W,17.5,Chulo,0.06,5.46,Skipper,0.29,4.88,Yuma,0.2,4.61,Yummy,0.0,4.44,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 17:39:45,Skyball Phoenix,Be Quickstep!,20.82,L,17.5,Rafael,0.13,4.37,Hexe,0.0,4.47,Eryn,0.21,4.86,Manci,0.17,6.61,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
13,2020-01-01 17:43:58,Real Ballance Flyball Team,JokerZ Lou,20.16,L,17.5,Chase,0.21,4.38,Rubble,0.28,5.06,Zuma,0.14,5.0,Marshall,0.41,4.68,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
13,2020-01-01 17:43:58,JokerZ Lou,Real Ballance Flyball Team,20.32,W,20.0,Khumba,0.03,4.43,Pelly,0.39,5.6,Sura,0.0,5.33,Árnyék,0.11,4.43,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
13,2020-01-01 17:45:05,Real Ballance Flyball Team,JokerZ Lou,22.0,W,17.5,Chase,0.1,4.42,Rubble,0.66,5.22,Zuma,0.27,5.28,Marshall,1.2,4.84,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
13,2020-01-01 17:45:05,JokerZ Lou,Real Ballance Flyball Team,21.66,L,20.0,Khumba,-0.1,4.49,Pelly,0.31,5.85,Sura,0.0,5.43,Árnyék,0.25,5.43,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
13,2020-01-01 17:46:08,Real Ballance Flyball Team,JokerZ Lou,21.17,L,17.5,Chase,0.05,4.4,Rubble,0.26,5.1,Zuma,-1.0,5.19,Marshall,1.34,4.82,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
13,2020-01-01 17:46:08,JokerZ Lou,Real Ballance Flyball Team,21.04,W,20.0,Khumba,0.23,4.59,Pelly,0.0,5.77,Sura,0.0,5.38,Árnyék,0.64,4.42,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
13,2020-01-01 17:47:09,Real Ballance Flyball Team,JokerZ Lou,22.91,L,17.5,Chase,0.08,6.45,Rubble,0.81,5.17,Zuma,0.28,5.27,Marshall,0.0,4.86,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
13,2020-01-01 17:47:09,JokerZ Lou,Real Ballance Flyball Team,21.44,W,20.0,Khumba,0.2,4.69,Pelly,0.0,5.85,Sura,0.31,5.55,Árnyék,0.27,4.57,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
11,2020-01-01 18:00:07,JokerZ Sun,The Green Chasers,19.07,L,17.5,Giny,0.05,4.39,Kleo,0.21,4.17,Keru,0.22,4.83,Taz,0.18,5.02,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
11,2020-01-01 18:01:17,JokerZ Sun,The Green Chasers,18.89,W,17.5,Giny,0.08,4.39,Kleo,0.13,4.19,Keru,0.23,4.87,Taz,0.0,5.01,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
11,2020-01-01 18:02:35,JokerZ Sun,The Green Chasers,19.64,W,17.5,Giny,0.04,4.4,Kleo,0.0,4.35,Keru,0.6,4.99,Taz,0.19,5.07,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
11,2020-01-01 18:03:58,JokerZ Sun,The Green Chasers,19.29,L,17.5,Giny,0.14,4.43,Kleo,0.13,4.22,Keru,0.0,5.05,Taz,0.22,5.12,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
11,2020-01-01 18:04:54,JokerZ Sun,The Green Chasers,18.99,W,17.5,Giny,0.04,4.39,Kleo,0.0,4.24,Keru,0.24,4.94,Taz,0.0,5.15,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 18:09:34,Be Quickstep!,DumbleDogs G,19.44,L,17.5,Skipper,0.12,4.79,Amy,0.17,4.88,Yuma,0.36,4.65,Yummy,0.0,4.48,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 18:09:34,DumbleDogs G,Be Quickstep!,19.47,W,27.5,Ridiculus,0.13,4.35,Evelyn,0.3,4.12,Criss,0.32,4.66,Kiwi,0.97,4.61,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 18:10:57,Be Quickstep!,DumbleDogs G,19.1,L,17.5,Skipper,0.1,4.78,Amy,0.0,4.91,Yuma,0.22,4.55,Yummy,0.25,4.3,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 18:10:57,DumbleDogs G,Be Quickstep!,18.7,W,27.5,Ridiculus,0.2,4.36,Evelyn,0.0,4.21,Criss,0.37,4.64,Kiwi,0.38,4.55,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 18:12:33,Be Quickstep!,DumbleDogs G,19.71,L,17.5,Skipper,-0.1,4.98,Amy,0.0,5.07,Tshunka,0.0,4.55,Yummy,0.0,5.21,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
10,2020-01-01 18:12:33,DumbleDogs G,Be Quickstep!,19.62,W,27.5,Ridiculus,0.16,4.35,Evelyn,0.46,4.18,Criss,0.33,4.9,Kiwi,0.72,4.52,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
11,2020-01-01 18:23:19,JokerZ Sun,The Green Chasers,19.25,W,17.5,Giny,0.14,4.47,Kleo,0.0,4.32,Keru,0.21,4.94,Taz,0.0,5.16,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
11,2020-01-01 18:24:17,JokerZ Sun,The Green Chasers,23.61,L,17.5,Giny,0.07,4.39,Kleo,0.21,4.26,Keru,0.21,4.98,Taz,0.21,4.98,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
11,2020-01-01 18:25:24,JokerZ Sun,The Green Chasers,19.0,W,17.5,Giny,0.12,4.42,Kleo,0.12,4.29,Keru,0.0,4.99,Taz,0.0,5.06,EFC - Ring 1 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:21:16,Akela Kamikaze,Flyball Freaks,19.22,W,15.0,Emma,0.02,4.29,Alba,0.0,5.39,Roy,0.0,4.56,Zoya,0.43,4.54,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:21:16,Flyball Freaks,Akela Kamikaze,19.37,L,15.0,Body,0.14,4.4,Nelly,0.3,4.57,Nala,-1.0,5.15,Lucy,0.0,4.82,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:22:47,Akela Kamikaze,Flyball Freaks,19.32,L,15.0,Emma,0.06,4.37,Alba,0.15,5.26,Roy,0.17,4.49,Zoya,0.23,4.59,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:22:47,Flyball Freaks,Akela Kamikaze,19.59,W,15.0,Body,0.04,4.44,Nelly,0.3,4.62,Nala,0.21,5.08,Lucy,0.2,4.71,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:24:02,Akela Kamikaze,Flyball Freaks,19.85,L,15.0,Emma,0.02,4.48,Alba,-1.0,5.35,Roy,0.17,4.83,Zoya,0.14,4.86,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:24:02,Flyball Freaks,Akela Kamikaze,20.35,W,15.0,Body,0.06,4.47,Nelly,0.15,4.61,Nala,0.51,5.21,Lucy,0.52,4.84,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:25:05,Akela Kamikaze,Flyball Freaks,19.64,W,15.0,Emma,0.002,4.55,Alba,0.18,5.47,Roy,0.0,4.71,Zoya,0.0,4.73,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:25:05,Flyball Freaks,Akela Kamikaze,21.61,L,15.0,Body,0.31,4.51,Nelly,0.0,4.86,Nala,0.0,5.41,Lucy,0.25,6.26,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:26:23,Akela Kamikaze,Flyball Freaks,20.42,W,15.0,Emma,0.01,4.58,Alba,0.0,5.59,Roy,0.45,4.7,Zoya,0.36,4.73,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:26:23,Flyball Freaks,Akela Kamikaze,20.52,L,15.0,Body,-0.03,4.57,Nelly,0.17,4.81,Nala,0.0,5.83,Lucy,0.33,4.84,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:30:36,Stormy F'ailés,Free X-treme,22.08,L,22.5,Saiyan,0.26,,Azzuro,-1.0,4.36,Siggy,0.6,5.26,Biddy,-0.15,4.4,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:30:36,Free X-treme,Stormy F'ailés,20.51,W,17.5,Chase,0.1,4.43,Rubble,0.0,4.97,Zuma,0.0,4.92,Marshall,0.55,5.54,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:31:59,Stormy F'ailés,Free X-treme,22.31,W,25.0,Indja,0.23,4.45,Azzuro,0.17,4.37,Jazz,0.82,6.94,Biddy,1.08,4.25,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:31:59,Free X-treme,Stormy F'ailés,19.76,L,17.5,Chase,-0.09,4.25,Rubble,-1.0,4.86,Zuma,0.0,4.97,Marshall,0.31,5.46,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:32:50,Stormy F'ailés,Free X-treme,20.15,L,25.0,Indja,-0.08,4.47,Azzuro,0.28,4.37,Jazz,0.32,6.4,Biddy,0.0,4.39,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:32:50,Free X-treme,Stormy F'ailés,20.87,W,17.5,Chase,0.28,4.36,Rubble,0.34,4.92,Zuma,0.19,4.91,Marshall,0.62,5.28,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:33:48,Stormy F'ailés,Free X-treme,27.88,L,25.0,Indja,0.41,4.37,Azzuro,0.0,4.51,Jazz,0.52,6.93,Biddy,0.36,4.34,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
12,2020-01-01 12:33:48,Free X-treme,Stormy F'ailés,28.55,W,17.5,Chase,0.5,4.33,Rubble,-1.0,5.02,Zuma,0.0,4.92,Marshall,0.32,5.69,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
9,2020-01-01 12:37:43,Flyvaryors Kamikaze,HELLODOGS NEW GENERATION,18.58,L,15.0,Chase,0.05,3.92,Rubble,0.0,4.32,Zuma,0.29,3.87,Marshall,0.38,5.75,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
9,2020-01-01 12:37:43,HELLODOGS NEW GENERATION,Flyvaryors Kamikaze,18.33,W,17.5,JAKE,0.07,4.08,BELLA,0.28,4.29,SHELBY,0.0,4.84,FIRGI,0.0,4.78,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
9,2020-01-01 12:39:19,Flyvaryors Kamikaze,HELLODOGS NEW GENERATION,18.32,L,15.0,Chase,0.04,3.87,Rubble,0.23,4.14,Zuma,0.14,3.85,Marshall,0.2,5.86,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
9,2020-01-01 12:39:19,HELLODOGS NEW GENERATION,Flyvaryors Kamikaze,18.05,W,17.5,CHERRY,0.07,3.98,JAKE,0.0,4.15,SHELBY,0.31,4.74,FIRGI,0.19,4.62,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
9,2020-01-01 12:40:36,Flyvaryors Kamikaze,HELLODOGS NEW GENERATION,12.91,W,15.0,Chase,0.06,3.93,Rubble,0.0,4.72,Zuma,0.28,3.93,Marshall,0.79,,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
9,2020-01-01 12:47:04,Synergy Flyball Team,WildRunners Nightfall,17.77,L,17.5,Yuna,0.07,4.12,Ruby,0.19,4.27,Greta,0.0,4.08,Yondu,0.28,4.76,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
9,2020-01-01 12:47:04,WildRunners Nightfall,Synergy Flyball Team,17.9,W,25.0,Brooke,0.18,4.01,Bree,0.0,4.13,Hector,0.13,4.29,Bella,0.46,4.7,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
9,2020-01-01 12:51:47,Synergy Flyball Team,WildRunners Nightfall,18.55,W,17.5,Yuna,0.1,4.19,Ruby,0.24,4.42,Greta,0.44,4.11,Yondu,0.24,4.81,EFC - Ring 2 (Tápiószentmárton) 2023. július 29.,
